"Matchday";"Date";"Time";"Venue";"Ranking";"Opponent";"System_of_play";"Attendance";"Result";"game_name";"country"
"Group B";"Tue Sep 10, 2019";"8:45 PM";"A";"";"Luxembourg";"4-2-3-1";"6.373";"1:3";"European Qualifiers";"Serbia"
"Group B";"Mon Oct 14, 2019";"8:45 PM";"A";"";"Lithuania";"4-2-3-1";"2.787";"1:2";"European Qualifiers";"Serbia"
"Group B";"Thu Nov 14, 2019";"8:45 PM";"H";"";"Luxembourg";"4-2-3-1";"1.000";"3:2";"European Qualifiers";"Serbia"
"Group B";"Sun Nov 17, 2019";"3:00 PM";"H";"";"Ukraine";"4-2-3-1";"";"2:2";"European Qualifiers";"Serbia"
"Semi-Finals";"Thu Oct 8, 2020";"8:45 PM";"A";"";"Norway";"3-4-2-1";"";"1:2  AET";"European Qualifiers Play-offs";"Serbia"
"Final";"Thu Nov 12, 2020";"8:45 PM";"H";"";"Scotland";"3-4-2-1";"x";"5:6  on pens";"European Qualifiers Play-offs";"Serbia"
"Group A";"Wed Mar 24, 2021";"8:45 PM";"H";"";"Republic of Ireland";"3-4-3";"";"3:2";"World Cup qualification Europe";"Serbia"
"Group A";"Sat Mar 27, 2021";"8:45 PM";"H";"";"Portugal";"3-4-1-2";"";"2:2";"World Cup qualification Europe";"Serbia"
"Group A";"Tue Mar 30, 2021";"6:00 PM";"A";"";"Azerbaijan";"3-5-2";"x";"1:2";"World Cup qualification Europe";"Serbia"
"Group A";"Sat Sep 4, 2021";"6:00 PM";"H";"";"Luxembourg";"3-4-3";"10.078";"4:1";"World Cup qualification Europe";"Serbia"
"Group A";"Tue Sep 7, 2021";"8:45 PM";"A";"";"Republic of Ireland";"3-4-1-2";"25.415";"1:1";"World Cup qualification Europe";"Serbia"
"Group A";"Sat Oct 9, 2021";"8:45 PM";"A";"";"Luxembourg";"3-4-1-2";"2.000";"0:1";"World Cup qualification Europe";"Serbia"
"Group A";"Tue Oct 12, 2021";"8:45 PM";"H";"";"Azerbaijan";"3-5-2";"5.890";"3:1";"World Cup qualification Europe";"Serbia"
"Group A";"Sun Nov 14, 2021";"8:45 PM";"A";"";"Portugal";"3-4-1-2";"58.373";"1:2";"World Cup qualification Europe";"Serbia"
"Group F";"Fri Sep 3, 2010";"8:00 PM";"A";"";"Latvia";"?";"8.000";"0:3";"European Qualifiers";"Croatia"
"Group F";"Tue Sep 7, 2010";"8:30 PM";"H";"";"Greece";"4-4-2";"30.000";"0:0";"European Qualifiers";"Croatia"
"Group F";"Sat Oct 9, 2010";"9:05 PM";"A";"";"Israel";"4-2-3-1";"33.421";"1:2";"European Qualifiers";"Croatia"
"Group F";"Wed Nov 17, 2010";"5:30 PM";"H";"";"Malta";"?";"8.000";"3:0";"European Qualifiers";"Croatia"
"Group F";"Sat Mar 26, 2011";"6:00 PM";"A";"";"Georgia";"4-1-4-1";"54.500";"1:0";"European Qualifiers";"Croatia"
"Group F";"Fri Jun 3, 2011";"8:00 PM";"H";"";"Georgia";"4-1-3-2";"30.000";"2:1";"European Qualifiers";"Croatia"
"Group F";"Fri Sep 2, 2011";"7:00 PM";"A";"";"Malta";"4-4-2 double 6";"2.000";"1:3";"European Qualifiers";"Croatia"
"Group F";"Tue Sep 6, 2011";"8:00 PM";"H";"";"Israel";"4-4-2";"20.000";"3:1";"European Qualifiers";"Croatia"
"Group F";"Fri Oct 7, 2011";"8:45 PM";"A";"";"Greece";"?";"27.200";"2:0";"European Qualifiers";"Croatia"
"Group F";"Tue Oct 11, 2011";"7:00 PM";"H";"";"Latvia";"?";"6.000";"2:0";"European Qualifiers";"Croatia"
"Group A";"Fri Sep 7, 2012";"8:15 PM";"H";"";"Macedonia";"4-2-3-1";"13.883";"1:0";"World Cup qualification Europe";"Croatia"
"Group A";"Tue Sep 11, 2012";"8:45 PM";"A";"";"Belgium";"4-4-2 Diamond";"39.987";"1:1";"World Cup qualification Europe";"Croatia"
"Group A";"Fri Oct 12, 2012";"8:30 PM";"A";"";"Macedonia";"4-4-2 Diamond";"25.230";"1:2";"World Cup qualification Europe";"Croatia"
"Group A";"Tue Oct 16, 2012";"8:00 PM";"H";"";"Wales";"4-4-2 Diamond";"19.500";"2:0";"World Cup qualification Europe";"Croatia"
"Group A";"Fri Mar 22, 2013";"6:00 PM";"H";"";"Serbia";"4-4-2 Diamond";"37.168";"2:0";"World Cup qualification Europe";"Croatia"
"Group A";"Tue Mar 26, 2013";"8:45 PM";"A";"";"Wales";"4-4-2 Diamond";"12.534";"1:2";"World Cup qualification Europe";"Croatia"
"Group A";"Fri Jun 7, 2013";"8:15 PM";"H";"";"Scotland";"4-4-2 Diamond";"28.000";"0:1";"World Cup qualification Europe";"Croatia"
"Group A";"Fri Sep 6, 2013";"8:45 PM";"A";"";"Serbia";"4-3-3 Defending";"35.000";"1:1";"World Cup qualification Europe";"Croatia"
"Group A";"Fri Oct 11, 2013";"6:00 PM";"H";"";"Belgium";"3-4-2-1";"13.000";"1:2";"World Cup qualification Europe";"Croatia"
"Group A";"Tue Oct 15, 2013";"9:00 PM";"A";"";"Scotland";"3-4-2-1";"30.172";"2:0";"World Cup qualification Europe";"Croatia"
"Group H";"Tue Sep 9, 2014";"8:45 PM";"H";"";"Malta";"4-1-4-1";"8.333";"2:0";"European Qualifiers";"Croatia"
"Group H";"Fri Oct 10, 2014";"8:45 PM";"A";"";"Bulgaria";"4-1-4-1";"29.733";"0:1";"European Qualifiers";"Croatia"
"Group H";"Mon Oct 13, 2014";"8:45 PM";"H";"";"Azerbaijan";"4-4-2 Diamond";"16.021";"6:0";"European Qualifiers";"Croatia"
"Group H";"Sun Nov 16, 2014";"8:45 PM";"A";"";"Italy";"4-2-3-1";"63.122";"1:1";"European Qualifiers";"Croatia"
"Group H";"Sat Mar 28, 2015";"6:00 PM";"H";"";"Norway";"4-2-3-1";"23.920";"5:1";"European Qualifiers";"Croatia"
"Group H";"Fri Jun 12, 2015";"8:45 PM";"H";"";"Italy";"4-2-3-1";"x";"1:1";"European Qualifiers";"Croatia"
"Group H";"Thu Sep 3, 2015";"6:00 PM";"A";"";"Azerbaijan";"4-2-3-1";"";"0:0";"European Qualifiers";"Croatia"
"Group H";"Sun Sep 6, 2015";"6:00 PM";"A";"";"Norway";"4-2-3-1";"26.751";"2:0";"European Qualifiers";"Croatia"
"Group H";"Sat Oct 10, 2015";"8:45 PM";"H";"";"Bulgaria";"4-2-3-1";"x";"3:0";"European Qualifiers";"Croatia"
"Group H";"Tue Oct 13, 2015";"8:45 PM";"A";"";"Malta";"4-2-3-1";"";"0:1";"European Qualifiers";"Croatia"
"group I";"Mon Sep 5, 2016";"8:45 PM";"H";"";"Türkiye";"4-3-3 Attacking";"x";"1:1";"World Cup qualification Europe";"Croatia"
"group I";"Thu Oct 6, 2016";"8:45 PM";"A";"";"Kosovo";"4-4-2 double 6";"14.612";"0:6";"World Cup qualification Europe";"Croatia"
"group I";"Sun Oct 9, 2016";"6:00 PM";"A";"";"Finland";"4-4-2 double 6";"15.567";"0:1";"World Cup qualification Europe";"Croatia"
"group I";"Sat Nov 12, 2016";"6:00 PM";"H";"";"Iceland";"4-2-3-1";"x";"2:0";"World Cup qualification Europe";"Croatia"
"group I";"Fri Mar 24, 2017";"8:45 PM";"H";"";"Ukraine";"4-2-3-1";"27.351";"1:0";"World Cup qualification Europe";"Croatia"
"group I";"Sun Jun 11, 2017";"8:45 PM";"A";"";"Iceland";"4-2-3-1";"9.775";"1:0";"World Cup qualification Europe";"Croatia"
"group I";"Sat Sep 2, 2017";"8:45 PM";"H";"";"Kosovo";"4-2-3-1";"6.838";"1:0";"World Cup qualification Europe";"Croatia"
"group I";"Tue Sep 5, 2017";"8:45 PM";"A";"";"Türkiye";"4-2-3-1";"33.000";"1:0";"World Cup qualification Europe";"Croatia"
"group I";"Fri Oct 6, 2017";"8:45 PM";"H";"";"Finland";"4-2-3-1";"7.578";"1:1";"World Cup qualification Europe";"Croatia"
"group I";"Mon Oct 9, 2017";"8:45 PM";"A";"";"Ukraine";"4-2-3-1";"";"0:2";"World Cup qualification Europe";"Croatia"
"Group E";"Thu Mar 21, 2019";"8:45 PM";"H";"";"Azerbaijan";"4-3-3 Defending";"23.146";"2:1";"European Qualifiers";"Croatia"
"Group E";"Sun Mar 24, 2019";"6:00 PM";"A";"";"Hungary";"4-3-3 Attacking";"19.400";"2:1";"European Qualifiers";"Croatia"
"Group E";"Sat Jun 8, 2019";"3:00 PM";"H";"";"Wales";"4-2-3-1";"17.061";"2:1";"European Qualifiers";"Croatia"
"Group E";"Fri Sep 6, 2019";"8:45 PM";"A";"";"Slovakia";"4-2-3-1";"18.098";"0:4";"European Qualifiers";"Croatia"
"Group E";"Mon Sep 9, 2019";"6:00 PM";"A";"";"Azerbaijan";"4-2-3-1";"9.150";"1:1";"European Qualifiers";"Croatia"
"Group E";"Thu Oct 10, 2019";"8:45 PM";"H";"";"Hungary";"4-2-3-1";"32.110";"3:0";"European Qualifiers";"Croatia"
"Group E";"Sun Oct 13, 2019";"8:45 PM";"A";"";"Wales";"4-2-3-1";"31.745";"1:1";"European Qualifiers";"Croatia"
"Group E";"Sat Nov 16, 2019";"8:45 PM";"H";"";"Slovakia";"4-2-3-1";"8.212";"3:1";"European Qualifiers";"Croatia"
"Group H";"Wed Mar 24, 2021";"8:45 PM";"A";"";"Slovenia";"4-2-3-1";"";"1:0";"World Cup qualification Europe";"Croatia"
"Group H";"Sat Mar 27, 2021";"6:00 PM";"H";"";"Cyprus";"4-2-3-1";"x";"1:0";"World Cup qualification Europe";"Croatia"
"Group H";"Tue Mar 30, 2021";"8:45 PM";"H";"";"Malta";"4-2-3-1";"x";"3:0";"World Cup qualification Europe";"Croatia"
"Group H";"Wed Sep 1, 2021";"8:45 PM";"A";"";"Russia";"4-3-3 Attacking";"18.708";"0:0";"World Cup qualification Europe";"Croatia"
"Group H";"Sat Sep 4, 2021";"8:45 PM";"A";"";"Slovakia";"4-2-3-1";"9.047";"0:1";"World Cup qualification Europe";"Croatia"
"Group H";"Tue Sep 7, 2021";"8:45 PM";"H";"";"Slovenia";"4-2-3-1";"16.237";"3:0";"World Cup qualification Europe";"Croatia"
"Group H";"Fri Oct 8, 2021";"8:45 PM";"A";"";"Cyprus";"4-3-3 Attacking";"2.333";"0:3";"World Cup qualification Europe";"Croatia"
"Group H";"Mon Oct 11, 2021";"8:45 PM";"H";"";"Slovakia";"4-1-4-1";"9.926";"2:2";"World Cup qualification Europe";"Croatia"
"Group H";"Thu Nov 11, 2021";"8:45 PM";"A";"";"Malta";"4-3-3 Attacking";"4.581";"1:7";"World Cup qualification Europe";"Croatia"
"Group H";"Sun Nov 14, 2021";"3:00 PM";"H";"";"Russia";"4-3-3 Attacking";"30.257";"1:0";"World Cup qualification Europe";"Croatia"
"Group A";"Fri Sep 3, 2010";"8:45 PM";"H";"";"Germany";"4-1-4-1";"47.000";"0:1";"European Qualifiers";"Belgium"
"Group A";"Tue Sep 7, 2010";"8:00 PM";"A";"";"Türkiye";"4-4-2 double 6";"43.538";"3:2";"European Qualifiers";"Belgium"
"Group A";"Fri Oct 8, 2010";"6:00 PM";"A";"";"Kazakhstan";"4-1-3-2";"8.500";"0:2";"European Qualifiers";"Belgium"
"Group A";"Tue Oct 12, 2010";"8:45 PM";"H";"";"Austria";"4-4-2 Diamond";"30.000";"4:4";"European Qualifiers";"Belgium"
"Group A";"Fri Mar 25, 2011";"8:30 PM";"A";"";"Austria";"4-2-3-1";"45.000";"0:2";"European Qualifiers";"Belgium"
"Group A";"Tue Mar 29, 2011";"8:45 PM";"H";"";"Azerbaijan";"4-3-3 Attacking";"34.985";"4:1";"European Qualifiers";"Belgium"
"Group A";"Fri Jun 3, 2011";"8:45 PM";"H";"";"Türkiye";"4-2-3-1";"45.000";"1:1";"European Qualifiers";"Belgium"
"Group A";"Fri Sep 2, 2011";"6:00 PM";"A";"";"Azerbaijan";"4-3-3 Attacking";"9.300";"1:1";"European Qualifiers";"Belgium"
"Group A";"Fri Oct 7, 2011";"8:45 PM";"H";"";"Kazakhstan";"4-3-3 Attacking";"29.578";"4:1";"European Qualifiers";"Belgium"
"Group A";"Tue Oct 11, 2011";"7:00 PM";"A";"";"Germany";"4-2-3-1";"48.483";"3:1";"European Qualifiers";"Belgium"
"Group A";"Fri Sep 7, 2012";"8:45 PM";"A";"";"Wales";"4-2-3-1";"20.156";"0:2";"World Cup qualification Europe";"Belgium"
"Group A";"Tue Sep 11, 2012";"8:45 PM";"H";"";"Croatia";"4-5-1 flat";"39.987";"1:1";"World Cup qualification Europe";"Belgium"
"Group A";"Fri Oct 12, 2012";"8:30 PM";"A";"";"Serbia";"4-2-3-1";"21.650";"0:3";"World Cup qualification Europe";"Belgium"
"Group A";"Tue Oct 16, 2012";"8:45 PM";"H";"";"Scotland";"4-1-4-1";"44.132";"2:0";"World Cup qualification Europe";"Belgium"
"Group A";"Fri Mar 22, 2013";"8:45 PM";"A";"";"Macedonia";"4-3-3 Defending";"15.947";"0:2";"World Cup qualification Europe";"Belgium"
"Group A";"Tue Mar 26, 2013";"8:45 PM";"H";"";"Macedonia";"4-2-3-1";"44.230";"1:0";"World Cup qualification Europe";"Belgium"
"Group A";"Fri Jun 7, 2013";"8:45 PM";"H";"";"Serbia";"4-3-3 Attacking";"45.844";"2:1";"World Cup qualification Europe";"Belgium"
"Group A";"Fri Sep 6, 2013";"9:00 PM";"A";"";"Scotland";"4-2-3-1";"40.284";"0:2";"World Cup qualification Europe";"Belgium"
"Group A";"Fri Oct 11, 2013";"6:00 PM";"A";"";"Croatia";"4-2-3-1";"13.000";"1:2";"World Cup qualification Europe";"Belgium"
"Group A";"Tue Oct 15, 2013";"9:00 PM";"H";"";"Wales";"4-2-3-1";"45.401";"1:1";"World Cup qualification Europe";"Belgium"
"Group B";"Fri Oct 10, 2014";"8:45 PM";"H";"";"Andorra";"4-3-3 Attacking";"45.459";"6:0";"European Qualifiers";"Belgium"
"Group B";"Mon Oct 13, 2014";"8:45 PM";"A";"";"Bosnia-Herzegovina";"4-3-3 Defending";"12.070";"1:1";"European Qualifiers";"Belgium"
"Group B";"Sun Nov 16, 2014";"6:00 PM";"H";"";"Wales";"4-1-4-1";"41.535";"0:0";"European Qualifiers";"Belgium"
"Group B";"Sat Mar 28, 2015";"8:45 PM";"H";"";"Cyprus";"4-3-3 Defending";"45.213";"5:0";"European Qualifiers";"Belgium"
"Group B";"Tue Mar 31, 2015";"8:45 PM";"A";"";"Israel";"4-3-3 Attacking";"33.000";"0:1";"European Qualifiers";"Belgium"
"Group B";"Fri Jun 12, 2015";"8:45 PM";"A";"";"Wales";"4-3-3 Attacking";"33.280";"1:0";"European Qualifiers";"Belgium"
"Group B";"Thu Sep 3, 2015";"8:45 PM";"H";"";"Bosnia-Herzegovina";"4-3-3 Attacking";"46.000";"3:1";"European Qualifiers";"Belgium"
"Group B";"Sun Sep 6, 2015";"8:45 PM";"A";"";"Cyprus";"4-3-3 Attacking";"11.866";"0:1";"European Qualifiers";"Belgium"
"Group B";"Sat Oct 10, 2015";"8:45 PM";"A";"";"Andorra";"4-2-3-1";"3.450";"1:4";"European Qualifiers";"Belgium"
"Group B";"Tue Oct 13, 2015";"8:45 PM";"H";"";"Israel";"4-2-3-1";"39.773";"3:1";"European Qualifiers";"Belgium"
"Group H";"Tue Sep 6, 2016";"8:45 PM";"A";"";"Cyprus";"3-4-2-1";"12.029";"0:3";"World Cup qualification Europe";"Belgium"
"Group H";"Fri Oct 7, 2016";"8:45 PM";"H";"";"Bosnia-Herzegovina";"4-2-3-1";"42.653";"4:0";"World Cup qualification Europe";"Belgium"
"Group H";"Mon Oct 10, 2016";"8:45 PM";"A";"";"Gibraltar";"3-4-2-1";"1.959";"0:6";"World Cup qualification Europe";"Belgium"
"Group H";"Sun Nov 13, 2016";"8:45 PM";"H";"";"Estonia";"3-4-2-1";"37.128";"8:1";"World Cup qualification Europe";"Belgium"
"Group H";"Sat Mar 25, 2017";"8:45 PM";"H";"";"Greece";"3-4-2-1";"42.281";"1:1";"World Cup qualification Europe";"Belgium"
"Group H";"Fri Jun 9, 2017";"8:45 PM";"A";"";"Estonia";"3-4-2-1";"10.176";"0:2";"World Cup qualification Europe";"Belgium"
"Group H";"Thu Aug 31, 2017";"8:45 PM";"H";"";"Gibraltar";"3-4-2-1";"24.050";"9:0";"World Cup qualification Europe";"Belgium"
"Group H";"Sun Sep 3, 2017";"8:45 PM";"A";"";"Greece";"3-4-2-1";"29.465";"1:2";"World Cup qualification Europe";"Belgium"
"Group H";"Sat Oct 7, 2017";"6:00 PM";"A";"";"Bosnia-Herzegovina";"3-4-2-1";"9.657";"3:4";"World Cup qualification Europe";"Belgium"
"Group H";"Tue Oct 10, 2017";"8:45 PM";"H";"";"Cyprus";"3-4-2-1";"37.765";"4:0";"World Cup qualification Europe";"Belgium"
"group I";"Thu Mar 21, 2019";"8:45 PM";"H";"";"Russia";"3-4-2-1";"34.245";"3:1";"European Qualifiers";"Belgium"
"group I";"Sun Mar 24, 2019";"8:45 PM";"A";"";"Cyprus";"3-4-2-1";"8.728";"0:2";"European Qualifiers";"Belgium"
"group I";"Sat Jun 8, 2019";"8:45 PM";"H";"";"Kazakhstan";"3-4-2-1";"";"3:0";"European Qualifiers";"Belgium"
"group I";"Tue Jun 11, 2019";"8:45 PM";"H";"";"Scotland";"3-4-2-1";"32.482";"3:0";"European Qualifiers";"Belgium"
"group I";"Fri Sep 6, 2019";"8:45 PM";"A";"";"San Marino";"3-4-2-1";"2.523";"0:4";"European Qualifiers";"Belgium"
"group I";"Mon Sep 9, 2019";"8:45 PM";"A";"";"Scotland";"3-4-2-1";"25.524";"0:4";"European Qualifiers";"Belgium"
"group I";"Thu Oct 10, 2019";"8:45 PM";"H";"";"San Marino";"3-4-3";"40.000";"9:0";"European Qualifiers";"Belgium"
"group I";"Sun Oct 13, 2019";"3:00 PM";"A";"";"Kazakhstan";"3-4-3";"26.801";"0:2";"European Qualifiers";"Belgium"
"group I";"Sat Nov 16, 2019";"6:00 PM";"A";"";"Russia";"3-4-2-1";"53.317";"1:4";"European Qualifiers";"Belgium"
"group I";"Tue Nov 19, 2019";"8:45 PM";"H";"";"Cyprus";"3-4-2-1";"";"6:1";"European Qualifiers";"Belgium"
"Group E";"Wed Mar 24, 2021";"8:45 PM";"H";"";"Wales";"3-4-2-1";"x";"3:1";"World Cup qualification Europe";"Belgium"
"Group E";"Sat Mar 27, 2021";"8:45 PM";"A";"";"Czech Republic";"3-4-2-1";"x";"1:1";"World Cup qualification Europe";"Belgium"
"Group E";"Tue Mar 30, 2021";"8:45 PM";"H";"";"Belarus";"3-4-3";"x";"8:0";"World Cup qualification Europe";"Belgium"
"Group E";"Thu Sep 2, 2021";"8:45 PM";"A";"";"Estonia";"3-4-2-1";"6.685";"2:5";"World Cup qualification Europe";"Belgium"
"Group E";"Sun Sep 5, 2021";"8:45 PM";"H";"";"Czech Republic";"3-4-2-1";"";"3:0";"World Cup qualification Europe";"Belgium"
"Group E";"Wed Sep 8, 2021";"8:45 PM";"A";"";"Belarus";"3-4-3";"x";"0:1";"World Cup qualification Europe";"Belgium"
"Group E";"Sat Nov 13, 2021";"8:45 PM";"H";"";"Estonia";"3-4-2-1";"29.865";"3:1";"World Cup qualification Europe";"Belgium"
"Group E";"Tue Nov 16, 2021";"8:45 PM";"A";"";"Wales";"3-4-1-2";"32.270";"1:1";"World Cup qualification Europe";"Belgium"
"Group H";"Tue Sep 7, 2010";"8:15 PM";"H";"";"Iceland";"4-3-3 Attacking";"18.908";"1:0";"European Qualifiers";"Denmark"
"Group H";"Fri Oct 8, 2010";"9:45 PM";"A";"";"Portugal";"4-3-3 Attacking";"27.117";"3:1";"European Qualifiers";"Denmark"
"Group H";"Tue Oct 12, 2010";"8:15 PM";"H";"";"Cyprus";"4-3-3 Defending";"15.544";"2:0";"European Qualifiers";"Denmark"
"Group H";"Sat Mar 26, 2011";"8:00 PM";"A";"";"Norway";"4-2-3-1";"24.828";"1:1";"European Qualifiers";"Denmark"
"Group H";"Sat Jun 4, 2011";"8:45 PM";"A";"";"Iceland";"4-2-3-1";"7.629";"0:2";"European Qualifiers";"Denmark"
"Group H";"Tue Sep 6, 2011";"8:15 PM";"H";"";"Norway";"4-2-3-1";"37.134";"2:0";"European Qualifiers";"Denmark"
"Group H";"Fri Oct 7, 2011";"8:30 PM";"A";"";"Cyprus";"4-5-1";"2.408";"1:4";"European Qualifiers";"Denmark"
"Group H";"Tue Oct 11, 2011";"8:15 PM";"H";"";"Portugal";"4-2-3-1";"37.012";"2:1";"European Qualifiers";"Denmark"
"Group B";"Sat Sep 8, 2012";"8:15 PM";"H";"";"Czech Republic";"4-3-3 Defending";"24.004";"0:0";"World Cup qualification Europe";"Denmark"
"Group B";"Fri Oct 12, 2012";"8:00 PM";"A";"";"Bulgaria";"4-2-3-1";"20.780";"1:1";"World Cup qualification Europe";"Denmark"
"Group B";"Tue Oct 16, 2012";"8:45 PM";"A";"";"Italy";"4-2-3-1";"37.027";"3:1";"World Cup qualification Europe";"Denmark"
"Group B";"Fri Mar 22, 2013";"8:30 PM";"A";"";"Czech Republic";"4-2-3-1";"12.288";"0:3";"World Cup qualification Europe";"Denmark"
"Group B";"Tue Mar 26, 2013";"8:15 PM";"H";"";"Bulgaria";"4-2-3-1";"22.357";"1:1";"World Cup qualification Europe";"Denmark"
"Group B";"Tue Jun 11, 2013";"8:15 PM";"H";"";"Armenia";"4-2-3-1";"14.284";"0:4";"World Cup qualification Europe";"Denmark"
"Group B";"Fri Sep 6, 2013";"8:00 PM";"A";"";"Malta";"4-3-3 Defending";"5.576";"1:2";"World Cup qualification Europe";"Denmark"
"Group B";"Tue Sep 10, 2013";"6:00 PM";"A";"";"Armenia";"4-3-3 Defending";"23.000";"0:1";"World Cup qualification Europe";"Denmark"
"Group B";"Fri Oct 11, 2013";"8:15 PM";"H";"";"Italy";"4-2-3-1";"35.305";"2:2";"World Cup qualification Europe";"Denmark"
"Group B";"Tue Oct 15, 2013";"8:15 PM";"H";"";"Malta";"4-3-3 Defending";"11.479";"6:0";"World Cup qualification Europe";"Denmark"
"group I";"Sun Sep 7, 2014";"6:00 PM";"H";"";"Armenia";"4-2-3-1";"20.141";"2:1";"European Qualifiers";"Denmark"
"group I";"Sat Oct 11, 2014";"8:45 PM";"A";"";"Albania";"4-2-3-1";"11.330";"1:1";"European Qualifiers";"Denmark"
"group I";"Tue Oct 14, 2014";"8:45 PM";"H";"";"Portugal";"4-3-1-2";"36.562";"0:1";"European Qualifiers";"Denmark"
"group I";"Fri Nov 14, 2014";"8:45 PM";"A";"";"Serbia";"4-3-3 Attacking";"";"1:3";"European Qualifiers";"Denmark"
"group I";"Sat Jun 13, 2015";"8:45 PM";"H";"";"Serbia";"4-3-3 Attacking";"30.887";"2:0";"European Qualifiers";"Denmark"
"group I";"Fri Sep 4, 2015";"8:45 PM";"H";"";"Albania";"4-2-3-1";"35.648";"0:0";"European Qualifiers";"Denmark"
"group I";"Mon Sep 7, 2015";"6:00 PM";"A";"";"Armenia";"4-3-3 Defending";"7.500";"0:0";"European Qualifiers";"Denmark"
"group I";"Thu Oct 8, 2015";"8:45 PM";"A";"";"Portugal";"4-4-1-1";"29.850";"1:0";"European Qualifiers";"Denmark"
"Group E";"Sun Sep 4, 2016";"6:00 PM";"H";"";"Armenia";"3-5-2";"21.795";"1:0";"World Cup qualification Europe";"Denmark"
"Group E";"Sat Oct 8, 2016";"8:45 PM";"A";"";"Poland";"3-5-2";"56.811";"3:2";"World Cup qualification Europe";"Denmark"
"Group E";"Tue Oct 11, 2016";"8:45 PM";"H";"";"Montenegro";"3-5-2";"20.582";"0:1";"World Cup qualification Europe";"Denmark"
"Group E";"Fri Nov 11, 2016";"8:45 PM";"H";"";"Kazakhstan";"4-3-3 Defending";"18.901";"4:1";"World Cup qualification Europe";"Denmark"
"Group E";"Sun Mar 26, 2017";"8:45 PM";"A";"";"Romania";"5-3-2";"26.895";"0:0";"World Cup qualification Europe";"Denmark"
"Group E";"Sat Jun 10, 2017";"6:00 PM";"A";"";"Kazakhstan";"4-2-3-1";"19.165";"1:3";"World Cup qualification Europe";"Denmark"
"Group E";"Fri Sep 1, 2017";"8:45 PM";"H";"";"Poland";"4-2-3-1";"34.570";"4:0";"World Cup qualification Europe";"Denmark"
"Group E";"Mon Sep 4, 2017";"6:00 PM";"A";"";"Armenia";"4-2-3-1";"6.800";"1:4";"World Cup qualification Europe";"Denmark"
"Group E";"Thu Oct 5, 2017";"8:45 PM";"A";"";"Montenegro";"4-2-3-1";"10.779";"0:1";"World Cup qualification Europe";"Denmark"
"Group E";"Sun Oct 8, 2017";"6:00 PM";"H";"";"Romania";"4-2-3-1";"36.084";"1:1";"World Cup qualification Europe";"Denmark"
"Group D";"Tue Mar 26, 2019";"8:45 PM";"A";"";"Switzerland";"4-3-3 Defending";"18.352";"3:3";"European Qualifiers";"Denmark"
"Group D";"Fri Jun 7, 2019";"8:45 PM";"H";"";"Republic of Ireland";"4-2-3-1";"";"1:1";"European Qualifiers";"Denmark"
"Group D";"Mon Jun 10, 2019";"8:45 PM";"H";"";"Georgia";"4-2-3-1";"15.387";"5:1";"European Qualifiers";"Denmark"
"Group D";"Thu Sep 5, 2019";"8:45 PM";"A";"";"Gibraltar";"4-3-3 Defending";"2.076";"0:6";"European Qualifiers";"Denmark"
"Group D";"Sun Sep 8, 2019";"6:00 PM";"A";"";"Georgia";"4-2-3-1";"21.456";"0:0";"European Qualifiers";"Denmark"
"Group D";"Sat Oct 12, 2019";"6:00 PM";"H";"";"Switzerland";"4-3-3 Defending";"35.964";"1:0";"European Qualifiers";"Denmark"
"Group D";"Fri Nov 15, 2019";"8:45 PM";"H";"";"Gibraltar";"4-2-3-1";"24.033";"6:0";"European Qualifiers";"Denmark"
"Group D";"Mon Nov 18, 2019";"8:45 PM";"A";"";"Republic of Ireland";"4-2-3-1";"";"1:1";"European Qualifiers";"Denmark"
"Group F";"Thu Mar 25, 2021";"6:00 PM";"A";"";"Israel";"4-2-3-1";"5.000";"0:2";"World Cup qualification Europe";"Denmark"
"Group F";"Sun Mar 28, 2021";"6:00 PM";"H";"";"Moldova";"4-3-3 Attacking";"x";"8:0";"World Cup qualification Europe";"Denmark"
"Group F";"Wed Mar 31, 2021";"8:45 PM";"A";"";"Austria";"4-3-3 Attacking";"";"0:4";"World Cup qualification Europe";"Denmark"
"Group F";"Wed Sep 1, 2021";"8:45 PM";"H";"";"Scotland";"3-4-3";"34.562";"2:0";"World Cup qualification Europe";"Denmark"
"Group F";"Sat Sep 4, 2021";"8:45 PM";"A";"";"Faroe Islands";"4-3-3 Attacking";"";"0:1";"World Cup qualification Europe";"Denmark"
"Group F";"Tue Sep 7, 2021";"8:45 PM";"H";"";"Israel";"3-4-3";"35.158";"5:0";"World Cup qualification Europe";"Denmark"
"Group F";"Sat Oct 9, 2021";"8:45 PM";"A";"";"Moldova";"4-3-3 Attacking";"2.642";"0:4";"World Cup qualification Europe";"Denmark"
"Group F";"Tue Oct 12, 2021";"8:45 PM";"H";"";"Austria";"3-4-3";"35.843";"1:0";"World Cup qualification Europe";"Denmark"
"Group F";"Fri Nov 12, 2021";"8:45 PM";"H";"";"Faroe Islands";"4-3-3 Defending";"35.531";"3:1";"World Cup qualification Europe";"Denmark"
"Group F";"Mon Nov 15, 2021";"8:45 PM";"A";"";"Scotland";"3-4-3";"";"2:0";"World Cup qualification Europe";"Denmark"
"Group H";"Fri Sep 7, 2012";"8:30 PM";"A";"";"Montenegro";"4-2-3-1";"12.000";"2:2";"World Cup qualification Europe";"Poland"
