"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
NA;"Mi. 29.05.2013";"02:00";"H";"";"Belgien";"4-4-2 doppel 6";"27.720";"2:4";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 02.06.2013";"20:30";"H";"";"Deutschland";"4-4-1-1";"47.359";"4:3";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 06.07.2013";"05:00";"H";"";"Guatemala";"4-3-3 defensiv";"25.080";"6:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 14.08.2013";"20:30";"A";"";"Bosnien-Herzegowina";"4-2-3-1";"24.000";"3:4";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Fr. 15.11.2013";"21:05";"A";"";"Schottland";"4-2-3-1";"21.079";"0:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Di. 19.11.2013";"20:45";"A";"";"Österreich";"4-2-3-1";"20.200";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
"Gruppe G";"Di. 17.06.2014";"00:00";"A";"";"Ghana";"4-2-3-1";"39.760";"1:2";"Weltmeisterschaft 2014";"vereinigte-staaten"
"Gruppe G";"Mo. 23.06.2014";"00:00";"H";"";"Portugal";"4-2-3-1";"40.123";"2:2";"Weltmeisterschaft 2014";"vereinigte-staaten"
"Gruppe G";"Do. 26.06.2014";"18:00";"H";"";"Deutschland";"4-2-3-1";"41.876";"0:1";"Weltmeisterschaft 2014";"vereinigte-staaten"
"Achtelfinale";"Di. 01.07.2014";"22:00";"A";"";"Belgien";"4-2-3-1";"51.227";"2:1  n.V.";"Weltmeisterschaft 2014";"vereinigte-staaten"
NA;"Sa. 01.02.2014";"23:00";"H";"";"Südkorea";"4-2-3-1";"27.000";"2:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 05.03.2014";"20:00";"A";"";"Ukraine";"4-2-3-1";"1.573";"2:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Do. 03.04.2014";"05:00";"H";"";"Mexiko";"4-4-2 doppel 6";"59.066";"2:2";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 28.05.2014";"04:00";"H";"";"Aserbaidschan";"4-2-3-1";"24.688";"2:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 01.06.2014";"20:00";"H";"";"Türkei";"4-4-2 doppel 6";"25.189";"2:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 07.06.2014";"00:00";"H";"";"Nigeria";"4-2-3-1";"52.033";"2:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 03.09.2014";"20:15";"A";"";"Tschechien";"4-3-3 defensiv";"12.642";"0:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 11.10.2014";"01:00";"H";"";"Ecuador";"4-4-2 doppel 6";"36.265";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 15.10.2014";"02:00";"H";"";"Honduras";"4-4-2 Raute";"14.805";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Fr. 14.11.2014";"20:45";"A";"";"Kolumbien";"4-4-2 Raute";"24.235";"2:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Di. 18.11.2014";"20:45";"A";"";"Irland";"4-4-2 Raute";"33.332";"4:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 28.01.2015";"23:00";"A";"";"Chile";"5-3-2";"12.420";"3:2";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 08.02.2015";"22:00";"H";"";"Panama";"4-2-3-1";"20.271";"2:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 25.03.2015";"20:15";"A";"";"Dänemark";"4-4-2";"10.515";"3:2";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Di. 31.03.2015";"18:05";"A";"";"Schweiz";"4-3-1-2";"16.100";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Do. 16.04.2015";"03:00";"H";"";"Mexiko";"4-4-2 Raute";"64.369";"2:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Fr. 05.06.2015";"20:30";"A";"";"Niederlande";"4-3-3 offensiv";"46.000";"3:4";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 10.06.2015";"20:45";"A";"";"Deutschland";"4-4-2 Raute";"40.438";"1:2";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 04.07.2015";"00:30";"H";"";"Guatemala";"4-4-2 Raute";"44.835";"4:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 05.09.2015";"01:30";"H";"";"Peru";"4-4-2 Raute";"28.896";"2:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 09.09.2015";"02:40";"H";"";"Brasilien";"4-2-3-1";"29.308";"1:4";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 14.10.2015";"00:30";"H";"";"Costa Rica";"4-4-2";"9.214";"0:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 31.01.2016";"21:45";"H";"";"Island";"4-4-2 doppel 6";"8.803";"3:2";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 06.02.2016";"04:15";"H";"";"Kanada";"4-4-2 doppel 6";"9.274";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 22.05.2016";"18:00";"A";"";"Puerto Rico";"4-4-2 doppel 6";"15.000";"1:3";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Do. 26.05.2016";"02:00";"H";"";"Ecuador";"4-3-3 defensiv";"9.893";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 29.05.2016";"02:00";"H";"";"Bolivien";"4-3-3 offensiv";"8.894";"4:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Fr. 07.10.2016";"22:00";"A";"";"Kuba";"4-4-2";"11.300";"0:2";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Di. 11.10.2016";"02:00";"H";"";"Neuseeland";"4-3-3 defensiv";"9.012";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 29.01.2017";"21:00";"H";"";"Serbien";"4-2-3-1";"20.079";"0:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 04.02.2017";"01:00";"H";"";"Jamaika";"4-4-2 doppel 6";"17.903";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 03.06.2017";"22:00";"H";"";"Venezuela";"4-4-2 Raute";"17.315";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 01.07.2017";"22:45";"H";"";"Ghana";"4-4-1-1";"28.754";"2:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Di. 14.11.2017";"21:45";"A";"";"Portugal";"4-1-4-1";"19.017";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mo. 29.01.2018";"03:30";"H";"";"Bosnien-Herzegowina";"4-1-4-1";"11.161";"0:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 28.03.2018";"01:30";"H";"";"Paraguay";"4-1-4-1";"9.895";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Di. 29.05.2018";"00:30";"H";"";"Bolivien";"4-3-3 offensiv";"11.882";"3:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 02.06.2018";"21:08";"A";"";"Irland";"4-1-4-1";"32.300";"2:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 09.06.2018";"21:00";"A";"";"Frankreich";"5-3-2";"58.241";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 08.09.2018";"02:00";"H";"";"Brasilien";"4-1-4-1";"32.489";"0:2";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 12.09.2018";"03:10";"H";"";"Mexiko";"4-1-4-1";"40.194";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Fr. 12.10.2018";"01:30";"H";"";"Kolumbien";"4-2-3-1";"38.631";"2:4";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 17.10.2018";"02:05";"H";"";"Peru";"4-1-4-1";"24.959";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Do. 15.11.2018";"21:00";"A";"";"England";"4-3-3 defensiv";"68.155";"3:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Di. 20.11.2018";"20:45";"A";"";"Italien";"3-5-2 flach";"13.500";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mo. 28.01.2019";"02:00";"H";"";"Panama";"4-3-3 offensiv";"9.040";"3:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 02.02.2019";"21:30";"H";"";"Costa Rica";"4-3-3 offensiv";"13.656";"2:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Fr. 22.03.2019";"01:00";"H";"";"Ecuador";"4-2-3-1";"17.422";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 27.03.2019";"00:55";"H";"";"Chile";"4-2-3-1";"18.033";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Do. 06.06.2019";"01:00";"H";"";"Jamaika";"3-4-2-1";"17.719";"0:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 09.06.2019";"20:00";"H";"";"Venezuela";"4-1-4-1";"23.955";"0:3";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 07.09.2019";"02:30";"H";"";"Mexiko";"4-5-1";"47.960";"0:3";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mi. 11.09.2019";"02:00";"H";"";"Uruguay";"4-3-3 offensiv";"20.625";"1:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Sa. 01.02.2020";"21:55";"H";"";"Costa Rica";"4-3-3 defensiv";"";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Do. 12.11.2020";"20:45";"A";"";"Wales";"4-3-3 offensiv";"x";"0:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mo. 16.11.2020";"20:45";"H";"";"Panama";"4-3-3 offensiv";"x";"6:2";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Do. 10.12.2020";"01:30";"H";"";"El Salvador";"4-3-3 offensiv";"";"6:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Mo. 01.02.2021";"01:00";"H";"";"Trinidad und Tobago";"4-3-3 offensiv";"x";"7:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Do. 25.03.2021";"18:00";"H";"";"Jamaika";"4-3-3 offensiv";"x";"4:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 28.03.2021";"18:05";"A";"";"Nordirland";"3-4-3 flach";"x";"1:2";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 30.05.2021";"20:15";"A";"";"Schweiz";"4-3-3 offensiv";"x";"2:1";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Do. 10.06.2021";"01:00";"H";"";"Costa Rica";"4-3-3 offensiv";"";"4:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 19.12.2021";"02:00";"H";"";"Bosnien-Herzegowina";"4-3-3 offensiv";"";"1:0";"Freundschaftsspiele";"vereinigte-staaten"
"Gruppe B";"Mo. 21.11.2022";"20:00";"H";"";"Wales";"?";"";"-:-";"Weltmeisterschaft 2022";"vereinigte-staaten"
"Gruppe B";"Fr. 25.11.2022";"20:00";"A";"";"England";"?";"";"-:-";"Weltmeisterschaft 2022";"vereinigte-staaten"
"Gruppe B";"Di. 29.11.2022";"20:00";"A";"";"Iran";"?";"";"-:-";"Weltmeisterschaft 2022";"vereinigte-staaten"
NA;"Do. 02.06.2022";"01:30";"H";"";"Marokko";"4-3-3 offensiv";"";"3:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"So. 05.06.2022";"23:00";"H";"";"Uruguay";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"vereinigte-staaten"
NA;"Fr. 23.09.2022";"14:25";"A";"";"Japan";"?";"";"-:-";"Freundschaftsspiele";"vereinigte-staaten"
"Gruppe D";"So. 13.06.2010";"16:00";"A";"";"Serbien";"4-1-4-1";"38.833";"0:1";"Weltmeisterschaft 2010";"ghana"
"Gruppe D";"Sa. 19.06.2010";"16:00";"H";"";"Australien";"4-5-1";"34.812";"1:1";"Weltmeisterschaft 2010";"ghana"
"Gruppe D";"Mi. 23.06.2010";"20:30";"H";"";"Deutschland";"4-3-3 offensiv";"83.391";"0:1";"Weltmeisterschaft 2010";"ghana"
"Achtelfinale";"Sa. 26.06.2010";"20:30";"A";"";"Vereinigte Staaten";"4-1-4-1";"34.976";"1:2  n.V.";"Weltmeisterschaft 2010";"ghana"
"Viertelfinale";"Fr. 02.07.2010";"20:30";"A";"";"Uruguay";"4-1-4-1";"84.000";"5:3  n.E.";"Weltmeisterschaft 2010";"ghana"
NA;"Di. 05.01.2010";"unbekannt";"H";"";"Malawi";"";"";"0:0";"Freundschaftsspiele";"ghana"
NA;"Mi. 03.03.2010";"17:30";"A";"";"Bosnien-Herzegowina";"?";"12.000";"2:1";"Freundschaftsspiele";"ghana"
NA;"Di. 01.06.2010";"20:30";"A";"";"Niederlande";"?";"45.000";"4:1";"Freundschaftsspiele";"ghana"
NA;"Sa. 05.06.2010";"16:00";"H";"";"Lettland";"4-3-3 offensiv";"8.108";"1:0";"Freundschaftsspiele";"ghana"
NA;"Mi. 11.08.2010";"20:45";"A";"";"Südafrika";"4-3-3 offensiv";"";"1:0";"Freundschaftsspiele";"ghana"
NA;"Mi. 17.11.2010";"00:00";"A";"";"Saudi-Arabien";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"ghana"
NA;"Di. 08.02.2011";"unbekannt";"H";"";"Togo";"";"";"4:1";"Freundschaftsspiele";"ghana"
NA;"Di. 29.03.2011";"21:00";"A";"";"England";"4-2-3-1";"80.102";"1:1";"Freundschaftsspiele";"ghana"
NA;"Di. 07.06.2011";"12:00";"A";"";"Südkorea";"4-3-3 offensiv";"41.271";"2:1";"Freundschaftsspiele";"ghana"
NA;"Mo. 05.09.2011";"20:45";"A";"";"Brasilien";"4-2-3-1";"25.700";"1:0";"Freundschaftsspiele";"ghana"
NA;"Di. 11.10.2011";"21:00";"H";"";"Nigeria";"?";"5.000";"0:0";"Freundschaftsspiele";"ghana"
NA;"Di. 15.11.2011";"unbekannt";"H";"";"Gabun";"";"";"2:1";"Freundschaftsspiele";"ghana"
NA;"Do. 01.03.2012";"01:00";"A";"";"Chile";"4-3-1-2";"7.000";"1:1";"Freundschaftsspiele";"ghana"
NA;"Mi. 15.08.2012";"13:30";"A";"";"China";"4-3-3 defensiv";"";"1:1";"Freundschaftsspiele";"ghana"
NA;"Di. 11.09.2012";"unbekannt";"A";"";"Liberia";"?";"";"2:0";"Freundschaftsspiele";"ghana"
NA;"Mi. 14.11.2012";"unbekannt";"A";"";"Kap Verde";"";"";"0:1";"Freundschaftsspiele";"ghana"
NA;"Do. 10.01.2013";"18:00";"H";"";"Ägypten";"4-2-3-1";"2.000";"3:0";"Freundschaftsspiele";"ghana"
NA;"So. 13.01.2013";"17:30";"H";"";"Tunesien";"4-2-3-1";"2.000x";"4:2";"Freundschaftsspiele";"ghana"
NA;"Mi. 12.06.2013";"unbekannt";"H";"";"Elfenbeinküste";"";"";"2:1";"Freundschaftsspiele";"ghana"
NA;"Fr. 14.06.2013";"unbekannt";"H";"";"Elfenbeinküste";"";"";"1:1";"Freundschaftsspiele";"ghana"
NA;"Mi. 14.08.2013";"20:00";"A";"";"Türkei";"4-4-2 doppel 6";"8.000";"2:2";"Freundschaftsspiele";"ghana"
NA;"Fr. 30.08.2013";"unbekannt";"A";"";"Libyen";"";"";"1:0";"Freundschaftsspiele";"ghana"
NA;"Di. 10.09.2013";"12:20";"A";"";"Japan";"4-2-3-1";"64.525";"3:1";"Freundschaftsspiele";"ghana"
"Gruppe G";"Di. 17.06.2014";"00:00";"H";"";"Vereinigte Staaten";"4-3-3 defensiv";"39.760";"1:2";"Weltmeisterschaft 2014";"ghana"
"Gruppe G";"Sa. 21.06.2014";"21:00";"A";"";"Deutschland";"4-2-3-1";"59.621";"2:2";"Weltmeisterschaft 2014";"ghana"
"Gruppe G";"Do. 26.06.2014";"18:00";"A";"";"Portugal";"4-4-2 doppel 6";"67.540";"2:1";"Weltmeisterschaft 2014";"ghana"
NA;"Sa. 04.01.2014";"unbekannt";"A";"";"Namibia";"?";"";"0:1";"Freundschaftsspiele";"ghana"
NA;"Mi. 05.03.2014";"unbekannt";"A";"";"Montenegro";"4-4-2 doppel 6";"";"1:0";"Freundschaftsspiele";"ghana"
NA;"Sa. 31.05.2014";"20:30";"A";"";"Niederlande";"4-5-1";"51.117";"1:0";"Freundschaftsspiele";"ghana"
NA;"Di. 10.06.2014";"01:00";"H";"";"Südkorea";"4-3-3 offensiv";"7.000";"4:0";"Freundschaftsspiele";"ghana"
NA;"Sa. 28.03.2015";"20:30";"H";"";"Senegal";"4-4-2";"";"1:2";"Freundschaftsspiele";"ghana"
NA;"Di. 31.03.2015";"unbekannt";"H";"";"Mali";"?";"";"1:1";"Freundschaftsspiele";"ghana"
NA;"Mo. 08.06.2015";"unbekannt";"H";"";"Togo";"?";"";"1:0";"Freundschaftsspiele";"ghana"
NA;"Di. 01.09.2015";"unbekannt";"A";"";"Republik Kongo";"?";"";"2:3";"Freundschaftsspiele";"ghana"
NA;"Di. 13.10.2015";"00:00";"A";"";"Kanada";"4-2-3-1";"";"1:1";"Freundschaftsspiele";"ghana"
NA;"Di. 06.09.2016";"18:00";"A";"";"Russland";"4-2-3-1";"20.000";"1:0";"Freundschaftsspiele";"ghana"
NA;"Di. 11.10.2016";"19:00";"A";"";"Südafrika";"4-4-2 doppel 6";"";"1:1";"Freundschaftsspiele";"ghana"
NA;"Do. 29.06.2017";"03:00";"A";"";"Mexiko";"4-4-2 doppel 6";"37.617";"1:0";"Freundschaftsspiele";"ghana"
NA;"Sa. 01.07.2017";"22:45";"A";"";"Vereinigte Staaten";"4-4-2 doppel 6";"28.754";"2:1";"Freundschaftsspiele";"ghana"
NA;"Mi. 30.05.2018";"12:25";"A";"";"Japan";"4-1-4-1";"64.520";"0:2";"Freundschaftsspiele";"ghana"
NA;"Do. 07.06.2018";"22:00";"A";"";"Island";"4-4-2 doppel 6";"9.723";"2:2";"Freundschaftsspiele";"ghana"
NA;"Di. 26.03.2019";"17:30";"H";"";"Mauretanien";"4-1-4-1";"";"3:1";"Freundschaftsspiele";"ghana"
NA;"So. 09.06.2019";"00:00";"A";"";"Namibia";"?";"";"1:0";"Freundschaftsspiele";"ghana"
NA;"Fr. 09.10.2020";"19:00";"A";"";"Mali";"4-3-3 offensiv";"x";"3:0";"Freundschaftsspiele";"ghana"
NA;"Mo. 12.10.2020";"16:30";"H";"";"Katar";"4-4-2 doppel 6";"";"5:1";"Freundschaftsspiele";"ghana"
NA;"Di. 08.06.2021";"21:00";"A";"";"Marokko";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"ghana"
NA;"Sa. 12.06.2021";"19:00";"H";"";"Elfenbeinküste";"4-2-3-1";"x";"0:0";"Freundschaftsspiele";"ghana"
"Gruppe H";"Do. 24.11.2022";"17:00";"A";"";"Portugal";"?";"";"-:-";"Weltmeisterschaft 2022";"ghana"
"Gruppe H";"Mo. 28.11.2022";"14:00";"A";"";"Südkorea";"?";"";"-:-";"Weltmeisterschaft 2022";"ghana"
"Gruppe H";"Fr. 02.12.2022";"16:00";"H";"";"Uruguay";"?";"";"-:-";"Weltmeisterschaft 2022";"ghana"
NA;"Mi. 05.01.2022";"17:00";"A";"";"Algerien";"4-3-3 defensiv";"4.000";"3:0";"Freundschaftsspiele";"ghana"
NA;"Fr. 10.06.2022";"11:55";"A";"";"Japan";"3-5-2 offensiv";"25.100";"4:1";"Freundschaftsspiele";"ghana"
NA;"Di. 14.06.2022";"08:15";"A";"";"Chile";"4-2-3-1";"";"1:3  n.E.";"Freundschaftsspiele";"ghana"
NA;"Do. 17.11.2022";"11:00";"A";"";"Schweiz";"?";"";"-:-";"Freundschaftsspiele";"ghana"
NA;"So. 31.01.2010";"00:00";"A";"";"Jamaika";"?";"";"1:0";"Freundschaftsspiele";"kanada"
NA;"Mo. 24.05.2010";"21:00";"A";"";"Argentinien";"4-2-3-1";"52.000";"5:0";"Freundschaftsspiele";"kanada"
NA;"So. 30.05.2010";"19:30";"A";"";"Venezuela";"?";"20.000";"1:1";"Freundschaftsspiele";"kanada"
NA;"Sa. 04.09.2010";"23:00";"H";"";"Peru";"4-4-2 doppel 6";"";"0:2";"Freundschaftsspiele";"kanada"
NA;"Di. 07.09.2010";"00:00";"H";"";"Honduras";"?";"7.525";"2:1";"Freundschaftsspiele";"kanada"
NA;"Fr. 08.10.2010";"20:00";"A";"";"Ukraine";"4-4-2 doppel 6";"7.000";"2:2";"Freundschaftsspiele";"kanada"
NA;"Mi. 09.02.2011";"16:00";"A";"";"Griechenland";"?";"14.000";"1:0";"Freundschaftsspiele";"kanada"
NA;"Di. 29.03.2011";"17:00";"A";"";"Belarus";"4-4-2 doppel 6";"100";"0:1";"Freundschaftsspiele";"kanada"
NA;"Mi. 01.06.2011";"00:00";"H";"";"Ecuador";"?";"";"2:2";"Freundschaftsspiele";"kanada"
NA;"Mi. 29.02.2012";"18:00";"H";"";"Armenien";"4-3-3 offensiv";"";"1:3";"Freundschaftsspiele";"kanada"
NA;"Mo. 04.06.2012";"01:00";"H";"";"Vereinigte Staaten";"4-2-3-1";"15.247";"0:0";"Freundschaftsspiele";"kanada"
NA;"Do. 16.08.2012";"01:00";"H";"";"Trinidad und Tobago";"4-2-3-1";"200";"2:0";"Freundschaftsspiele";"kanada"
NA;"Sa. 26.01.2013";"21:00";"H";"";"Dänemark";"4-4-2 doppel 6";"3.042";"0:4";"Freundschaftsspiele";"kanada"
NA;"Di. 29.01.2013";"20:00";"A";"";"Vereinigte Staaten";"4-5-1";"11.737";"0:0";"Freundschaftsspiele";"kanada"
NA;"Fr. 22.03.2013";"00:00";"H";"";"Japan";"4-3-3 offensiv";"4.500";"1:2";"Freundschaftsspiele";"kanada"
NA;"Mo. 25.03.2013";"00:00";"A";"";"Belarus";"4-3-3 offensiv";"100";"2:0";"Freundschaftsspiele";"kanada"
NA;"Di. 28.05.2013";"00:20";"H";"";"Costa Rica";"?";"8.102";"0:1";"Freundschaftsspiele";"kanada"
NA;"So. 08.09.2013";"17:30";"H";"";"Mauretanien";"4-2-3-1";"300";"0:0";"Freundschaftsspiele";"kanada"
NA;"Di. 10.09.2013";"17:20";"H";"";"Mauretanien";"4-2-3-1";"200";"0:1";"Freundschaftsspiele";"kanada"
NA;"Di. 15.10.2013";"20:00";"H";"";"Australien";"4-4-2 doppel 6";"3.741";"0:3";"Freundschaftsspiele";"kanada"
NA;"Fr. 15.11.2013";"17:00";"A";"";"Tschechien";"4-4-2";"9.749";"2:0";"Freundschaftsspiele";"kanada"
NA;"Di. 19.11.2013";"18:00";"A";"";"Slowenien";"4-2-3-1";"3.000";"1:0";"Freundschaftsspiele";"kanada"
NA;"Fr. 23.05.2014";"17:30";"A";"";"Bulgarien";"4-2-3-1";"50";"1:1";"Freundschaftsspiele";"kanada"
NA;"Di. 27.05.2014";"17:30";"A";"";"Moldawien";"4-3-3 offensiv";"200";"1:1";"Freundschaftsspiele";"kanada"
NA;"Mi. 10.09.2014";"01:30";"H";"";"Jamaika";"4-3-3 offensiv";"12.162";"3:1";"Freundschaftsspiele";"kanada"
NA;"Mi. 15.10.2014";"03:15";"H";"";"Kolumbien";"4-1-4-1";"";"0:1";"Freundschaftsspiele";"kanada"
NA;"Mi. 19.11.2014";"02:00";"A";"";"Panama";"4-1-4-1";"";"0:0";"Freundschaftsspiele";"kanada"
NA;"Fr. 16.01.2015";"22:30";"H";"";"Island";"4-2-3-1";"100";"1:2";"Freundschaftsspiele";"kanada"
NA;"Mo. 19.01.2015";"22:00";"H";"";"Island";"4-2-3-1";"200";"1:1";"Freundschaftsspiele";"kanada"
NA;"Fr. 27.03.2015";"00:00";"H";"";"Guatemala";"?";"x";"1:0";"Freundschaftsspiele";"kanada"
NA;"Di. 31.03.2015";"01:30";"A";"";"Puerto Rico";"5-3-2";"8.952";"0:3";"Freundschaftsspiele";"kanada"
NA;"Di. 13.10.2015";"00:00";"H";"";"Ghana";"4-1-4-1";"";"1:1";"Freundschaftsspiele";"kanada"
NA;"Sa. 06.02.2016";"04:15";"A";"";"Vereinigte Staaten";"4-3-3 offensiv";"9.274";"1:0";"Freundschaftsspiele";"kanada"
NA;"Fr. 03.06.2016";"19:00";"H";"";"Aserbaidschan";"4-3-3 offensiv";"";"1:1";"Freundschaftsspiele";"kanada"
NA;"Di. 07.06.2016";"16:00";"H";"";"Usbekistan";"4-3-3 offensiv";"50";"2:1";"Freundschaftsspiele";"kanada"
NA;"Do. 06.10.2016";"21:00";"A";"";"Mauretanien";"4-4-2";"";"0:4";"Freundschaftsspiele";"kanada"
NA;"Di. 11.10.2016";"21:00";"A";"";"Marokko";"4-3-3 offensiv";"8.000";"4:0";"Freundschaftsspiele";"kanada"
NA;"Fr. 11.11.2016";"12:00";"A";"";"Südkorea";"4-2-3-1";"18.920";"2:0";"Freundschaftsspiele";"kanada"
NA;"So. 22.01.2017";"00:00";"A";"";"Bermuda";"4-2-3-1";"1.814";"2:4";"Freundschaftsspiele";"kanada"
NA;"Mi. 22.03.2017";"20:45";"A";"";"Schottland";"4-2-3-1";"9.158";"1:1";"Freundschaftsspiele";"kanada"
NA;"Mi. 14.06.2017";"01:30";"H";"";"Curaçao";"4-1-4-1";"6.026";"2:1";"Freundschaftsspiele";"kanada"
NA;"So. 03.09.2017";"01:00";"H";"";"Jamaika";"4-3-3 offensiv";"21.724";"2:0";"Freundschaftsspiele";"kanada"
NA;"So. 08.10.2017";"23:00";"H";"";"El Salvador";"4-1-4-1";"8.500";"0:1";"Freundschaftsspiele";"kanada"
NA;"Sa. 24.03.2018";"16:00";"H";"";"Neuseeland";"4-1-4-1";"";"1:0";"Freundschaftsspiele";"kanada"
NA;"Mi. 08.01.2020";"01:30";"H";"";"Barbados";"?";"";"4:1";"Freundschaftsspiele";"kanada"
NA;"Sa. 11.01.2020";"01:30";"H";"";"Barbados";"4-4-2";"";"4:1";"Freundschaftsspiele";"kanada"
NA;"Do. 16.01.2020";"01:00";"H";"";"Island";"4-3-3 defensiv";"20";"0:1";"Freundschaftsspiele";"kanada"
"Gruppe F";"Mi. 23.11.2022";"20:00";"A";"";"Belgien";"?";"";"-:-";"Weltmeisterschaft 2022";"kanada"
"Gruppe F";"So. 27.11.2022";"17:00";"A";"";"Kroatien";"?";"";"-:-";"Weltmeisterschaft 2022";"kanada"
"Gruppe F";"Do. 01.12.2022";"16:00";"H";"";"Marokko";"?";"";"-:-";"Weltmeisterschaft 2022";"kanada"
NA;"Do. 17.11.2022";"14:40";"H";"";"Japan";"?";"";"-:-";"Freundschaftsspiele";"kanada"
"Gruppe E";"Mo. 14.06.2010";"16:00";"A";"";"Japan";"4-3-3 offensiv";"30.620";"1:0";"Weltmeisterschaft 2010";"kamerun"
"Gruppe E";"Sa. 19.06.2010";"20:30";"H";"";"Dänemark";"4-4-2 Raute";"38.000";"1:2";"Weltmeisterschaft 2010";"kamerun"
"Gruppe E";"Do. 24.06.2010";"20:30";"H";"";"Niederlande";"4-4-2 doppel 6";"63.093";"1:2";"Weltmeisterschaft 2010";"kamerun"
NA;"Fr. 08.01.2010";"00:00";"A";"";"Kenia";"?";"6.000";"1:3";"Freundschaftsspiele";"kamerun"
