"";"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
"1731";NA;"Mo. 10.06.2019";"01:00";"A";"";"Mexiko";"4-3-3 offensiv";"59.000";"3:2";"Freundschaftsspiele";"ecuador"
"1732";NA;"Fr. 06.09.2019";"02:00";"H";"";"Peru";"4-2-3-1";"21.428";"1:0";"Freundschaftsspiele";"ecuador"
"1733";NA;"Mi. 11.09.2019";"02:00";"H";"";"Bolivien";"4-2-3-1";"";"3:0";"Freundschaftsspiele";"ecuador"
"1734";NA;"So. 13.10.2019";"16:00";"A";"";"Argentinien";"4-1-4-1";"";"6:1";"Freundschaftsspiele";"ecuador"
"1735";NA;"Fr. 15.11.2019";"01:00";"H";"";"Trinidad und Tobago";"4-2-3-1";"";"3:0";"Freundschaftsspiele";"ecuador"
"1736";NA;"Mi. 20.11.2019";"02:00";"H";"";"Kolumbien";"4-2-3-1";"10.000";"0:1";"Freundschaftsspiele";"ecuador"
"1737";NA;"Mo. 29.03.2021";"22:30";"H";"";"Bolivien";"4-4-2 doppel 6";"x";"2:1";"Freundschaftsspiele";"ecuador"
"1738";NA;"Do. 28.10.2021";"03:00";"A";"";"Mexiko";"4-3-3 offensiv";"39.987";"2:3";"Freundschaftsspiele";"ecuador"
"1739";NA;"So. 05.12.2021";"03:00";"A";"";"El Salvador";"4-3-3 offensiv";"";"1:1";"Freundschaftsspiele";"ecuador"
"1740";"Gruppe A";"So. 20.11.2022";"17:00";"A";"";"Katar";"?";"";"-:-";"Weltmeisterschaft 2022";"ecuador"
"1741";"Gruppe A";"Fr. 25.11.2022";"17:00";"A";"";"Niederlande";"?";"";"-:-";"Weltmeisterschaft 2022";"ecuador"
"1742";"Gruppe A";"Di. 29.11.2022";"16:00";"H";"";"Senegal";"?";"";"-:-";"Weltmeisterschaft 2022";"ecuador"
"1743";NA;"Fr. 03.06.2022";"02:30";"H";"";"Nigeria";"4-3-3 offensiv";"25.000";"1:0";"Freundschaftsspiele";"ecuador"
"1744";NA;"Mo. 06.06.2022";"01:30";"A";"";"Mexiko";"4-3-3 offensiv";"61.500";"0:0";"Freundschaftsspiele";"ecuador"
"1745";NA;"So. 12.06.2022";"02:00";"H";"";"Kap Verde";"4-2-3-1";"4.950";"1:0";"Freundschaftsspiele";"ecuador"
"1746";NA;"Di. 27.09.2022";"13:55";"A";"";"Japan";"?";"";"-:-";"Freundschaftsspiele";"ecuador"
"1747";"Gruppe D";"So. 13.06.2010";"20:30";"A";"";"Deutschland";"4-4-1-1";"62.618";"4:0";"Weltmeisterschaft 2010";"australien"
"1748";"Gruppe D";"Sa. 19.06.2010";"16:00";"A";"";"Ghana";"4-2-3-1";"34.812";"1:1";"Weltmeisterschaft 2010";"australien"
"1749";"Gruppe D";"Mi. 23.06.2010";"20:30";"H";"";"Serbien";"4-5-1";"37.836";"2:1";"Weltmeisterschaft 2010";"australien"
"1750";NA;"Mo. 24.05.2010";"00:00";"H";"";"Neuseeland";"4-5-1";"55.659";"2:1";"Freundschaftsspiele";"australien"
"1751";NA;"Di. 01.06.2010";"14:00";"H";"";"Dänemark";"4-2-3-1";"6.000";"1:0";"Freundschaftsspiele";"australien"
"1752";NA;"Sa. 05.06.2010";"unbekannt";"A";"";"Vereinigte Staaten";"?";"";"3:1";"Freundschaftsspiele";"australien"
"1753";NA;"Mi. 11.08.2010";"20:45";"A";"";"Slowenien";"4-5-1";"16.155";"2:0";"Freundschaftsspiele";"australien"
"1754";NA;"Fr. 03.09.2010";"20:00";"A";"";"Schweiz";"4-2-3-1";"14.660";"0:0";"Freundschaftsspiele";"australien"
"1755";NA;"Di. 07.09.2010";"20:30";"A";"";"Polen";"4-2-3-1";"16.000";"1:2";"Freundschaftsspiele";"australien"
"1756";NA;"Sa. 09.10.2010";"11:00";"H";"";"Paraguay";"?";"25.210";"1:0";"Freundschaftsspiele";"australien"
"1757";NA;"Mi. 17.11.2010";"18:30";"A";"";"Ägypten";"4-2-3-1";"35.000";"3:0";"Freundschaftsspiele";"australien"
"1758";NA;"Di. 29.03.2011";"20:45";"A";"";"Deutschland";"4-4-1-1";"30.152";"1:2";"Freundschaftsspiele";"australien"
"1759";NA;"So. 05.06.2011";"09:00";"H";"";"Neuseeland";"4-4-1-1";"21.281";"3:0";"Freundschaftsspiele";"australien"
"1760";NA;"Di. 07.06.2011";"11:30";"H";"";"Serbien";"4-4-1-1";"28.149";"0:0";"Freundschaftsspiele";"australien"
"1761";NA;"Mi. 10.08.2011";"20:45";"A";"";"Wales";"4-4-1-1";"6.378";"1:2";"Freundschaftsspiele";"australien"
"1762";NA;"Sa. 08.10.2011";"00:00";"H";"";"Malaysia";"4-4-1-1";"";"5:0";"Freundschaftsspiele";"australien"
"1763";NA;"Sa. 02.06.2012";"17:00";"A";"";"Dänemark";"4-4-1-1";"15.888";"2:0";"Freundschaftsspiele";"australien"
"1764";NA;"Mi. 15.08.2012";"21:00";"A";"";"Schottland";"4-4-1-1";"11.110";"3:1";"Freundschaftsspiele";"australien"
"1765";NA;"Do. 06.09.2012";"00:00";"A";"";"Libanon";"4-4-1-1";"7.000";"0:3";"Freundschaftsspiele";"australien"
"1766";NA;"Mi. 14.11.2012";"11:00";"A";"";"Südkorea";"4-4-1-1";"21.618";"1:2";"Freundschaftsspiele";"australien"
"1767";NA;"Mi. 06.02.2013";"20:45";"A";"";"Rumänien";"4-2-3-1";"";"3:2";"Freundschaftsspiele";"australien"
"1768";NA;"Sa. 07.09.2013";"21:15";"A";"";"Brasilien";"4-2-3-1";"40.996";"6:0";"Freundschaftsspiele";"australien"
"1769";NA;"Fr. 11.10.2013";"21:00";"A";"";"Frankreich";"4-2-3-1";"38.000";"6:0";"Freundschaftsspiele";"australien"
"1770";NA;"Di. 15.10.2013";"20:00";"A";"";"Kanada";"4-2-3-1";"3.741";"0:3";"Freundschaftsspiele";"australien"
"1771";NA;"Di. 19.11.2013";"09:30";"H";"";"Costa Rica";"4-3-3 offensiv";"";"1:0";"Freundschaftsspiele";"australien"
"1772";"Gruppe B";"Sa. 14.06.2014";"00:00";"A";"";"Chile";"4-2-3-1";"40.275";"3:1";"Weltmeisterschaft 2014";"australien"
"1773";"Gruppe B";"Mi. 18.06.2014";"18:00";"H";"";"Niederlande";"4-2-3-1";"42.877";"2:3";"Weltmeisterschaft 2014";"australien"
"1774";"Gruppe B";"Mo. 23.06.2014";"18:00";"H";"";"Spanien";"4-2-3-1";"39.375";"0:3";"Weltmeisterschaft 2014";"australien"
"1775";NA;"Mi. 05.03.2014";"21:00";"H";"";"Ecuador";"4-2-3-1";"7.133";"3:4";"Freundschaftsspiele";"australien"
"1776";NA;"Mo. 26.05.2014";"11:30";"H";"";"Südafrika";"4-2-3-1";"50.468";"1:1";"Freundschaftsspiele";"australien"
"1777";NA;"Sa. 07.06.2014";"01:00";"H";"";"Kroatien";"4-3-3 offensiv";"";"0:1";"Freundschaftsspiele";"australien"
"1778";NA;"Do. 04.09.2014";"20:45";"A";"";"Belgien";"4-2-3-1";"16.850";"2:0";"Freundschaftsspiele";"australien"
"1779";NA;"Mo. 08.09.2014";"00:00";"A";"";"Saudi-Arabien";"4-3-3 offensiv";"";"2:3";"Freundschaftsspiele";"australien"
"1780";NA;"Fr. 10.10.2014";"16:30";"A";"";"Vereinigte Arabische Emirate";"4-2-3-1";"";"0:0";"Freundschaftsspiele";"australien"
"1781";NA;"Di. 14.10.2014";"18:00";"A";"";"Katar";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"australien"
"1782";NA;"Di. 18.11.2014";"11:20";"A";"";"Japan";"4-1-4-1";"46.312";"2:1";"Freundschaftsspiele";"australien"
"1783";NA;"Mi. 25.03.2015";"20:30";"A";"";"Deutschland";"4-3-3 offensiv";"46.000";"2:2";"Freundschaftsspiele";"australien"
"1784";NA;"Mo. 30.03.2015";"21:00";"A";"";"Mazedonien";"4-1-4-1";"1.000";"0:0";"Freundschaftsspiele";"australien"
"1785";NA;"Fr. 27.05.2016";"20:45";"A";"";"England";"4-3-1-2";"46.595";"2:1";"Freundschaftsspiele";"australien"
"1786";NA;"Sa. 04.06.2016";"12:00";"H";"";"Griechenland";"4-3-3 offensiv";"38.682";"1:0";"Freundschaftsspiele";"australien"
"1787";NA;"Di. 07.06.2016";"12:00";"H";"";"Griechenland";"4-3-3 offensiv";"";"1:2";"Freundschaftsspiele";"australien"
"1788";NA;"Di. 13.06.2017";"12:05";"H";"";"Brasilien";"3-4-2-1";"49.874";"0:4";"Freundschaftsspiele";"australien"
"1789";"Gruppe C";"Sa. 16.06.2018";"12:00";"A";"";"Frankreich";"4-2-3-1";"41.279";"2:1";"Weltmeisterschaft 2018";"australien"
"1790";"Gruppe C";"Do. 21.06.2018";"14:00";"A";"";"Dänemark";"4-2-3-1";"40.727";"1:1";"Weltmeisterschaft 2018";"australien"
"1791";"Gruppe C";"Di. 26.06.2018";"16:00";"H";"";"Peru";"4-2-3-1";"44.073";"0:2";"Weltmeisterschaft 2018";"australien"
"1792";NA;"Fr. 23.03.2018";"18:00";"A";"";"Norwegen";"4-2-3-1";"5.871";"4:1";"Freundschaftsspiele";"australien"
"1793";NA;"Di. 27.03.2018";"21:00";"A";"";"Kolumbien";"4-2-3-1";"";"0:0";"Freundschaftsspiele";"australien"
"1794";NA;"Fr. 01.06.2018";"13:00";"H";"";"Tschechien";"4-2-3-1";"";"4:0";"Freundschaftsspiele";"australien"
"1795";NA;"Sa. 09.06.2018";"17:30";"A";"";"Ungarn";"4-2-3-1";"10.091";"1:2";"Freundschaftsspiele";"australien"
"1796";NA;"Mo. 15.10.2018";"18:30";"A";"";"Kuwait";"4-2-3-1";"";"0:4";"Freundschaftsspiele";"australien"
"1797";NA;"Sa. 17.11.2018";"09:50";"H";"";"Südkorea";"4-2-3-1";"x";"1:1";"Freundschaftsspiele";"australien"
"1798";NA;"Di. 20.11.2018";"09:30";"H";"";"Libanon";"4-2-3-1";"33.268";"3:0";"Freundschaftsspiele";"australien"
"1799";NA;"Fr. 07.06.2019";"13:00";"A";"";"Südkorea";"4-2-3-1";"52.213";"1:0";"Freundschaftsspiele";"australien"
"1800";"Gruppe D";"Di. 22.11.2022";"20:00";"A";"";"Frankreich";"?";"";"-:-";"Weltmeisterschaft 2022";"australien"
"1801";"Gruppe D";"Sa. 26.11.2022";"11:00";"A";"";"Tunesien";"?";"";"-:-";"Weltmeisterschaft 2022";"australien"
"1802";"Gruppe D";"Mi. 30.11.2022";"16:00";"H";"";"Dänemark";"?";"";"-:-";"Weltmeisterschaft 2022";"australien"
"1803";NA;"Mi. 01.06.2022";"20:00";"H";"";"Jordanien";"4-2-3-1";"";"2:1";"Freundschaftsspiele";"australien"
"1804";NA;"Sa. 09.01.2010";"00:00";"H";"";"Gambia";"?";"";"1:2";"Freundschaftsspiele";"tunesien"
"1805";NA;"So. 30.05.2010";"21:00";"H";"";"Frankreich";"4-2-3-1";"55.000";"1:1";"Freundschaftsspiele";"tunesien"
"1806";NA;"So. 20.06.2010";"00:00";"A";"";"Sudan";"?";"";"2:6";"Freundschaftsspiele";"tunesien"
"1807";NA;"Di. 29.03.2011";"17:00";"A";"";"Oman";"4-4-2 doppel 6";"";"2:1";"Freundschaftsspiele";"tunesien"
"1808";NA;"So. 29.05.2011";"18:00";"H";"";"Zentralafrikanische Republik";"4-2-3-1";"";"3:0";"Freundschaftsspiele";"tunesien"
"1809";NA;"Mi. 10.08.2011";"00:00";"H";"";"Mali";"4-3-3 defensiv";"20.000";"4:2";"Freundschaftsspiele";"tunesien"
"1810";NA;"Mo. 22.08.2011";"00:00";"A";"";"Jordanien";"?";"";"3:3";"Freundschaftsspiele";"tunesien"
"1811";NA;"Sa. 12.11.2011";"18:00";"A";"";"Algerien";"4-3-3 defensiv";"25.000";"1:0";"Freundschaftsspiele";"tunesien"
"1812";NA;"Mo. 09.01.2012";"17:00";"H";"";"Sudan";"4-2-3-1";"";"3:0";"Freundschaftsspiele";"tunesien"
"1813";NA;"Fr. 13.01.2012";"15:00";"H";"";"Elfenbeinküste";"4-5-1 flach";"";"0:2";"Freundschaftsspiele";"tunesien"
"1814";NA;"Mi. 29.02.2012";"18:00";"H";"";"Peru";"4-3-1-2";"5.000";"1:1";"Freundschaftsspiele";"tunesien"
"1815";NA;"So. 27.05.2012";"19:00";"H";"";"Ruanda";"4-3-3 offensiv";"14.000";"5:1";"Freundschaftsspiele";"tunesien"
"1816";NA;"Mi. 15.08.2012";"18:30";"H";"";"Iran";"4-2-3-1";"6.000";"2:2";"Freundschaftsspiele";"tunesien"
"1817";NA;"Di. 16.10.2012";"18:00";"A";"";"Ägypten";"4-2-3-1";"40.000";"0:1";"Freundschaftsspiele";"tunesien"
"1818";NA;"Mi. 14.11.2012";"18:15";"H";"";"Schweiz";"4-2-3-1";"1.500";"1:2";"Freundschaftsspiele";"tunesien"
"1819";NA;"So. 30.12.2012";"14:00";"H";"";"Irak";"4-3-2-1";"1.000";"2:1";"Freundschaftsspiele";"tunesien"
"1820";NA;"Mo. 07.01.2013";"15:30";"H";"";"Äthiopien";"4-2-3-1";"";"1:1";"Freundschaftsspiele";"tunesien"
"1821";NA;"Do. 10.01.2013";"14:10";"H";"";"Gabun";"4-3-2-1";"200";"1:1";"Freundschaftsspiele";"tunesien"
"1822";NA;"So. 13.01.2013";"17:30";"A";"";"Ghana";"4-2-3-1";"2.000x";"4:2";"Freundschaftsspiele";"tunesien"
"1823";NA;"Sa. 06.07.2013";"00:00";"H";"";"Marokko";"?";"";"0:1";"Freundschaftsspiele";"tunesien"
"1824";NA;"Sa. 13.07.2013";"00:00";"A";"";"Marokko";"?";"";"0:0";"Freundschaftsspiele";"tunesien"
"1825";NA;"Mi. 14.08.2013";"21:00";"H";"";"Republik Kongo";"4-2-3-1";"4.000";"3:0";"Freundschaftsspiele";"tunesien"
"1826";NA;"Mi. 05.03.2014";"19:00";"A";"";"Kolumbien";"5-4-1 flach";"5.000";"1:1";"Freundschaftsspiele";"tunesien"
"1827";NA;"Mi. 28.05.2014";"12:00";"A";"";"Südkorea";"5-4-1";"57.112";"0:1";"Freundschaftsspiele";"tunesien"
"1828";NA;"Sa. 07.06.2014";"20:45";"A";"";"Belgien";"5-3-2";"40.000";"1:0";"Freundschaftsspiele";"tunesien"
"1829";NA;"So. 11.01.2015";"18:00";"H";"";"Algerien";"4-2-3-1";"";"1:1";"Freundschaftsspiele";"tunesien"
"1830";NA;"Fr. 27.03.2015";"11:30";"A";"";"Japan";"4-5-1 flach";"34.777";"2:0";"Freundschaftsspiele";"tunesien"
"1831";NA;"Di. 31.03.2015";"13:35";"A";"";"China";"4-2-3-1";"28.615";"1:1";"Freundschaftsspiele";"tunesien"
"1832";NA;"So. 14.06.2015";"00:00";"A";"";"Marokko";"?";"";"1:1";"Freundschaftsspiele";"tunesien"
"1833";NA;"Do. 18.06.2015";"00:00";"A";"";"Libyen";"?";"";"1:0";"Freundschaftsspiele";"tunesien"
"1834";NA;"Fr. 09.10.2015";"19:00";"H";"";"Gabun";"4-2-3-1";"5.000";"3:3";"Freundschaftsspiele";"tunesien"
"1835";NA;"Mo. 19.10.2015";"00:00";"H";"";"Libyen";"?";"";"1:0";"Freundschaftsspiele";"tunesien"
"1836";NA;"So. 25.10.2015";"00:00";"H";"";"Marokko";"?";"";"2:3";"Freundschaftsspiele";"tunesien"
"1837";NA;"Mo. 18.01.2016";"14:00";"H";"";"Guinea";"5-4-1 flach";"";"2:2";"Freundschaftsspiele";"tunesien"
"1838";NA;"Fr. 22.01.2016";"00:00";"A";"";"Nigeria";"?";"8.000";"1:1";"Freundschaftsspiele";"tunesien"
"1839";NA;"Di. 26.01.2016";"00:00";"H";"";"Niger";"?";"";"5:0";"Freundschaftsspiele";"tunesien"
"1840";NA;"So. 31.01.2016";"00:00";"A";"";"Mali";"4-2-3-1";"6.500";"2:1";"Freundschaftsspiele";"tunesien"
"1841";NA;"Di. 15.11.2016";"16:30";"H";"";"Mauretanien";"5-4-1 flach";"";"0:0";"Freundschaftsspiele";"tunesien"
"1842";NA;"Mi. 04.01.2017";"14:00";"H";"";"Uganda";"4-1-4-1";"";"2:0";"Freundschaftsspiele";"tunesien"
"1843";NA;"So. 08.01.2017";"17:00";"A";"";"Ägypten";"4-2-3-1";"12.000";"1:0";"Freundschaftsspiele";"tunesien"
"1844";NA;"Fr. 24.03.2017";"19:00";"H";"";"Kamerun";"4-3-1-2";"6.000";"0:1";"Freundschaftsspiele";"tunesien"
"1845";NA;"Di. 28.03.2017";"20:00";"A";"";"Marokko";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"tunesien"
"1846";"Gruppe G";"Mo. 18.06.2018";"20:00";"H";"";"England";"4-2-3-1";"41.064";"1:2";"Weltmeisterschaft 2018";"tunesien"
"1847";"Gruppe G";"Sa. 23.06.2018";"14:00";"A";"";"Belgien";"4-2-3-1";"44.190";"5:2";"Weltmeisterschaft 2018";"tunesien"
"1848";"Gruppe G";"Do. 28.06.2018";"20:00";"A";"";"Panama";"4-1-4-1";"37.168";"1:2";"Weltmeisterschaft 2018";"tunesien"
"1849";NA;"Fr. 23.03.2018";"19:15";"H";"";"Iran";"4-1-4-1";"5.000";"1:0";"Freundschaftsspiele";"tunesien"
"1850";NA;"Di. 27.03.2018";"20:00";"H";"";"Costa Rica";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"tunesien"
"1851";NA;"Mo. 28.05.2018";"20:45";"A";"";"Portugal";"4-2-3-1";"17.220";"2:2";"Freundschaftsspiele";"tunesien"
"1852";NA;"Fr. 01.06.2018";"19:15";"H";"";"Türkei";"4-2-3-1";"12.000";"2:2";"Freundschaftsspiele";"tunesien"
"1853";NA;"Sa. 09.06.2018";"20:45";"H";"";"Spanien";"4-2-3-1";"33.116";"0:1";"Freundschaftsspiele";"tunesien"
"1854";NA;"Di. 20.11.2018";"18:00";"H";"";"Marokko";"4-2-3-1";"8.000";"0:1";"Freundschaftsspiele";"tunesien"
"1855";NA;"Di. 26.03.2019";"20:45";"A";"";"Algerien";"4-5-1";"";"1:0";"Freundschaftsspiele";"tunesien"
"1856";NA;"Fr. 07.06.2019";"20:15";"H";"";"Irak";"4-2-3-1";"";"2:0";"Freundschaftsspiele";"tunesien"
"1857";NA;"Di. 11.06.2019";"20:45";"A";"";"Kroatien";"4-3-2-1";"8.036";"1:2";"Freundschaftsspiele";"tunesien"
"1858";NA;"Mo. 17.06.2019";"20:15";"H";"";"Burundi";"4-2-3-1";"45.000";"2:1";"Freundschaftsspiele";"tunesien"
"1859";NA;"Fr. 06.09.2019";"20:15";"H";"";"Mauretanien";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"tunesien"
"1860";NA;"Di. 10.09.2019";"19:00";"H";"";"Elfenbeinküste";"4-3-3 offensiv";"";"1:2";"Freundschaftsspiele";"tunesien"
"1861";NA;"Sa. 21.09.2019";"18:15";"H";"";"Libyen";"4-2-3-1";"16.000";"1:0";"Freundschaftsspiele";"tunesien"
"1862";NA;"Sa. 12.10.2019";"19:00";"H";"";"Kamerun";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"tunesien"
"1863";NA;"So. 20.10.2019";"unbekannt";"A";"";"Libyen";"?";"";"1:2";"Freundschaftsspiele";"tunesien"
"1864";NA;"Fr. 09.10.2020";"20:15";"H";"";"Sudan";"4-3-3 offensiv";"";"3:0";"Freundschaftsspiele";"tunesien"
"1865";NA;"Di. 13.10.2020";"20:30";"A";"";"Nigeria";"4-3-3 offensiv";"x";"1:1";"Freundschaftsspiele";"tunesien"
"1866";NA;"Sa. 05.06.2021";"20:00";"H";"";"Demokratische Republik Kongo";"4-3-3 offensiv";"x";"1:0";"Freundschaftsspiele";"tunesien"
"1867";NA;"Fr. 11.06.2021";"21:30";"H";"";"Algerien";"4-3-3 defensiv";"x";"0:2";"Freundschaftsspiele";"tunesien"
"1868";NA;"Di. 15.06.2021";"21:30";"H";"";"Mali";"4-2-3-1";"x";"1:0";"Freundschaftsspiele";"tunesien"
"1869";"Gruppe D";"Di. 22.11.2022";"14:00";"A";"";"Dänemark";"?";"";"-:-";"Weltmeisterschaft 2022";"tunesien"
"1870";"Gruppe D";"Sa. 26.11.2022";"11:00";"H";"";"Australien";"?";"";"-:-";"Weltmeisterschaft 2022";"tunesien"
"1871";"Gruppe D";"Mi. 30.11.2022";"16:00";"H";"";"Frankreich";"?";"";"-:-";"Weltmeisterschaft 2022";"tunesien"
"1872";NA;"Fr. 10.06.2022";"08:15";"A";"";"Chile";"4-5-1 flach";"4.973";"0:2";"Freundschaftsspiele";"tunesien"
"1873";NA;"Di. 14.06.2022";"11:55";"A";"";"Japan";"4-3-3 offensiv";"31.292";"0:3";"Freundschaftsspiele";"tunesien"
"1874";NA;"Fr. 21.05.2010";"unbekannt";"A";"";"Demokratische Republik Kongo";"";"";"0:2";"Freundschaftsspiele";"saudi-arabien"
"1875";NA;"Di. 25.05.2010";"19:00";"A";"";"Nigeria";"?";"1.000";"0:0";"Freundschaftsspiele";"saudi-arabien"
"1876";NA;"Sa. 29.05.2010";"18:00";"A";"";"Spanien";"4-2-3-1";"7.500";"3:2";"Freundschaftsspiele";"saudi-arabien"
"1877";NA;"Mi. 11.08.2010";"00:00";"H";"";"Togo";"?";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
"1878";NA;"Di. 12.10.2010";"unbekannt";"H";"";"Gabun";"";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
"1879";NA;"Di. 12.10.2010";"00:00";"H";"";"Bulgarien";"?";"100";"0:2";"Freundschaftsspiele";"saudi-arabien"
"1880";NA;"Di. 16.11.2010";"unbekannt";"H";"";"Uganda";"";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
"1881";NA;"Mi. 17.11.2010";"00:00";"H";"";"Ghana";"?";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
"1882";NA;"Mo. 22.11.2010";"00:00";"A";"";"Jemen";"?";"";"0:4";"Freundschaftsspiele";"saudi-arabien"
"1883";NA;"Do. 25.11.2010";"00:00";"H";"";"Kuwait";"?";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
"1884";NA;"So. 28.11.2010";"00:00";"H";"";"Katar";"?";"";"1:1";"Freundschaftsspiele";"saudi-arabien"
"1885";NA;"Do. 02.12.2010";"00:00";"H";"";"Vereinigte Arabische Emirate";"?";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
"1886";NA;"So. 05.12.2010";"00:00";"H";"";"Kuwait";"?";"";"0:1  n.V.";"Freundschaftsspiele";"saudi-arabien"
"1887";NA;"Fr. 07.09.2012";"22:00";"A";"";"Spanien";"4-4-1-1";"11.850";"5:0";"Freundschaftsspiele";"saudi-arabien"
"1888";NA;"Di. 11.09.2012";"unbekannt";"A";"";"Gabun";"";"";"1:0";"Freundschaftsspiele";"saudi-arabien"
"1889";NA;"So. 14.10.2012";"unbekannt";"H";"";"Republik Kongo";"";"";"3:2";"Freundschaftsspiele";"saudi-arabien"
"1890";NA;"Mi. 14.11.2012";"18:00";"H";"";"Argentinien";"4-3-2-1";"51.000";"0:0";"Freundschaftsspiele";"saudi-arabien"
"1891";NA;"Do. 05.09.2013";"19:55";"H";"";"Neuseeland";"?";"";"0:1";"Freundschaftsspiele";"saudi-arabien"
"1892";NA;"Mo. 09.09.2013";"00:00";"H";"";"Trinidad und Tobago";"?";"";"1:3";"Freundschaftsspiele";"saudi-arabien"
"1893";NA;"Sa. 24.05.2014";"00:00";"H";"";"Moldawien";"?";"800";"0:4";"Freundschaftsspiele";"saudi-arabien"
"1894";NA;"Do. 29.05.2014";"00:00";"H";"";"Georgien";"4-2-3-1";"2.000";"0:2";"Freundschaftsspiele";"saudi-arabien"
"1895";NA;"Mo. 08.09.2014";"00:00";"H";"";"Australien";"?";"";"2:3";"Freundschaftsspiele";"saudi-arabien"
"1896";NA;"Fr. 10.10.2014";"19:00";"H";"";"Uruguay";"4-1-4-1";"";"1:1";"Freundschaftsspiele";"saudi-arabien"
"1897";NA;"Di. 30.12.2014";"11:00";"A";"";"Bahrain";"?";"5.000";"4:1";"Freundschaftsspiele";"saudi-arabien"
"1898";NA;"So. 04.01.2015";"10:00";"H";"";"Südkorea";"4-2-3-1";"6.320";"0:2";"Freundschaftsspiele";"saudi-arabien"
"1899";NA;"Di. 10.01.2017";"19:00";"H";"";"Slowenien B";"?";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
"1900";NA;"Di. 07.11.2017";"20:00";"H";"";"Lettland";"?";"1.000";"2:0";"Freundschaftsspiele";"saudi-arabien"
"1901";NA;"Fr. 10.11.2017";"21:45";"A";"";"Portugal";"3-4-2-1";"6.800";"3:0";"Freundschaftsspiele";"saudi-arabien"
"1902";NA;"Mo. 13.11.2017";"19:00";"A";"";"Bulgarien";"4-2-3-1";"80";"1:0";"Freundschaftsspiele";"saudi-arabien"
"1903";NA;"Mo. 25.12.2017";"15:30";"A";"";"Vereinigte Arabische Emirate";"?";"";"0:0";"Freundschaftsspiele";"saudi-arabien"
"1904";"Gruppe A";"Do. 14.06.2018";"17:00";"A";"";"Russland";"4-1-4-1";"78.011";"5:0";"Weltmeisterschaft 2018";"saudi-arabien"
"1905";"Gruppe A";"Mi. 20.06.2018";"17:00";"A";"";"Uruguay";"4-2-3-1";"42.678";"1:0";"Weltmeisterschaft 2018";"saudi-arabien"
"1906";"Gruppe A";"Mo. 25.06.2018";"16:00";"H";"";"Ägypten";"4-1-4-1";"36.823";"2:1";"Weltmeisterschaft 2018";"saudi-arabien"
"1907";NA;"Mo. 26.02.2018";"17:30";"H";"";"Moldawien";"4-2-3-1";"6.914";"3:0";"Freundschaftsspiele";"saudi-arabien"
"1908";NA;"Mi. 28.02.2018";"17:00";"A";"";"Irak";"4-2-3-1";"65.000";"4:1";"Freundschaftsspiele";"saudi-arabien"
"1909";NA;"Fr. 23.03.2018";"17:30";"A";"";"Ukraine";"4-2-3-1";"";"1:1";"Freundschaftsspiele";"saudi-arabien"
"1910";NA;"Di. 27.03.2018";"20:45";"A";"";"Belgien";"4-1-4-1";"22.578";"4:0";"Freundschaftsspiele";"saudi-arabien"
"1911";NA;"Mi. 09.05.2018";"20:30";"H";"";"Algerien";"4-3-3 offensiv";"";"2:0";"Freundschaftsspiele";"saudi-arabien"
"1912";NA;"Di. 15.05.2018";"19:30";"H";"";"Griechenland";"4-2-3-1";"";"2:0";"Freundschaftsspiele";"saudi-arabien"
"1913";NA;"Mo. 28.05.2018";"20:45";"A";"";"Italien";"4-1-4-1";"";"2:1";"Freundschaftsspiele";"saudi-arabien"
"1914";NA;"So. 03.06.2018";"20:00";"H";"";"Peru";"4-1-4-1";"";"0:3";"Freundschaftsspiele";"saudi-arabien"
"1915";NA;"Fr. 08.06.2018";"19:30";"A";"";"Deutschland";"4-1-4-1";"30.210";"2:1";"Freundschaftsspiele";"saudi-arabien"
"1916";NA;"Mo. 10.09.2018";"19:15";"H";"";"Bolivien";"4-1-4-1";"";"2:2";"Freundschaftsspiele";"saudi-arabien"
"1917";NA;"Fr. 12.10.2018";"20:00";"H";"";"Brasilien";"4-3-2-1";"23.401";"0:2";"Freundschaftsspiele";"saudi-arabien"
"1918";NA;"Mo. 31.12.2018";"17:00";"A";"";"Südkorea";"4-4-1-1";"300x";"0:0";"Freundschaftsspiele";"saudi-arabien"
"1919";NA;"Do. 21.03.2019";"14:45";"A";"";"Vereinigte Arabische Emirate";"?";"";"2:1";"Freundschaftsspiele";"saudi-arabien"
"1920";NA;"Mo. 25.03.2019";"unbekannt";"H";"";"Äquatorialguinea";"";"";"3:2";"Freundschaftsspiele";"saudi-arabien"
